小韻號	對應廣韻小韻號	代表字	全部字	反切	韻目
3076	3255	錄	録渌䚄緑醁騄娽菉逯籙䱚趢𧨹	力玉	燭
3077	3256	曲	曲䱡筁	起玉	燭
3078	3257	瘃	瘃斸孎欘𢒔	陟玉	燭
3079	3259	贖	贖	神玉	燭
3080	3258	足	足	即玉	燭
3081	3261	促	促𤗁趗誎	七玉	燭
3082	3262	續	續俗藚	似足	燭
3083	3263	粟	粟憟涑	相玉	燭
3084	3264	䪁	䪁	封曲	燭
3085	3265	梀	捒㙇𧼙𢒔	丑錄	燭
3086	3260	幞	幞	房玉	燭
3087	3266	覺	覺斠角桷較㲄鷽䚫搉龣䮤𤤴	古岳	覺
3088	3267	嶽	嶽樂鸑𩓥捳㹊	五角	覺
3089	3268	浞	浞丵鋜灂鷟齺捔𤉐斮	士角	覺
3090	3269	捉	捉穛穱𧂒燋	側角	覺
3091	3270	朔	朔欶槊蒴揱箾㮶𦂗	所角	覺
3092	3271	斲	斲涿諑㧻孎琢卓啄倬晫𢽚𢁁	丁角	覺
3093	3272	剝	剥駮駁𢾑𦢊趵髉肑𥭖㿺	北角	覺
3094	3273	邈	邈藐眊瞀毣㦝	莫角	覺
3095	3274	雹	雹𢷏跑𩣡骲鰒䈏瓝謈𤜈窇㿺𤿈	蒲角	覺
3096	3275	璞	璞㩧樸㹒攴㙸懪暴𢪊鞄	匹角	覺
3097	3276	㱿	㱿愨搉確𤿩㲉𣫅塙燩硞𡉉	苦角	覺
3098	3277	濁	濁擢濯𪂂嬥𧃔鐲㺟蠗	直角	覺
3099	3278	渥	渥握偓鷽箹幄喔葯䮸𠿟龏腛𦯏剭媉	於角	覺
3100	3279	搦	搦䚥搙𧣺	女角	覺
3101	3280	逴	逴晫踔㪬	勅角	覺
3102	3281	犖	犖	呂角	覺
3103	3282	學	學确嶨𥀣澩	戶角	覺
3104	3283	㕰	㕰豿𩌥翯嗀𦰾䤕	許角	覺
3105	3284	娖	娖䃗𪘏娕𥭓	測角	覺
3106	3285	質	質晊郅桎櫍蛭𨽥𡂒礩	之日	質
3107	3286	日	日馹臸	人質	質
3108	3287	實	實	神質	質
3109	3288	秩	秩紩帙𢧤𣗻	直質	質
3110	3289	悉	悉膝	息七	質
3111	3290	一	一壹	於逸	質
3112	3291	七	七漆𪄭䣛桼𦸓𣛺桼	親日	質
3113	3292	匹	匹	譬吉	質
3114	3293	吉	吉趌趡	居質	質
3115	3294	昵	昵衵䵒䘌	尼質	質
3116	3295	逸	逸佚佾軼鎰溢劮䭿䳀泆欥	夷質	質
3117	3296	詰	詰蛣	去吉	質
3118	3297	欯	欯欪趌	許吉	質
3119	3298	抶	抶咥眣	丑栗	質
3120	3299	栗	栗慄溧䬆𠞉鷅瑮凓𦃊麜	力質	質
3121	3300	窒	窒挃庢銍㗌𪗻𧍱𨖹眣	陟栗	質
3122	3334	焌	焌	翠恤	質
3123	3301	疾	疾嫉蒺揤愱槉螏	秦悉	質
3124	3302	㓼	㓼	初栗	質
3125	3303	失	失室	識質	質
3126	3304	堲	堲𡁶唧㲺𢪍𧉍	資悉	質
3127	3305	蜜	蜜謐䤉榓𥉓𥁑宓	無必	質
3128	3306	必	必畢蓽韠珌蹕滭罼鷝觱䟆鮅𡠚縪㓖彃㪤㮿熚𠦒觱	比蜜	質
3129	3326	聿	聿鴪燏遹鷸驈繘矞欥芛	餘律	質
3130	3327	卒	卒䱣	子聿	質
3131	3328	䘏	䘏恤戌訹䳳	辛聿	質
3132	3307	姞	姞佶䞘鮚狤	巨乙	質
3133	3323	術	術述秫沭𧑐鉥	食聿	質
3134	3324	橘	橘𦺖繘䤎	居蜜	質
3135	3325	崒	崒踤	才䘏	質
3136	3308	邲	邲比柲馝䩛佖鮩駜㧙怭縪飶	毗必	質
3137	3333	出	出	尺律	質
3139	3336	䬂	䬂眓䎀㾁怴	許聿	質
3140	3329	律	律寽繂膟葎	呂䘏	質
3141	3331	㤕	㤕窋𡢑泏	竹律	質
3142	3332	朮	术𦬸炢	直律	質
3143	3330	黜	黜怵𧺶䟣㤕欪炪	丑律	質
3144	3309	䫻	䫻汩𦳯	于筆	質
3145	3310	率	率帥蟀咰𧗵䢦	師出	質
3146	3317	筆	筆潷	鄙密	質
3147	3313	密	密𡶇蔤㸓沕樒	美筆	質
3148	3314	弼	弼䄶佖𢘍駜	房筆	質
3149	3315	乙	乙鳦亄	於筆	質
3150	3316	䎲	䎲聉𦵮𣧄	魚乙	質
3151	3312	𪗨	𪗨	仕乙	質
3153	3311	𠮟	𠮟	尺栗	質
3154	3319	盻	肸	羲乙	質
3156	3340	物	物勿芴伆𨑥昒𣃦	無佛	物
3157	3341	弗	弗紱黻綍芾韍𡗻笰𩖼甶柫𤊸翇	分勿	物
3158	3342	鬱	鬱爩𩚴灪黦蔚尉𩰪	□□	物
3159	3343	孒	孓𦁐	久勿	物
3160	3344	屈	屈詘鶌䖦䖦	區物	物
3161	3345	倔	倔䠇掘崛𡲶䘿𧱝	衢物	物
3162	3346	佛	佛怫坲𡶒刜𣀣咈拂炥	符弗	物
3163	3347	𩗛	𩗛欻烼𠦪	許物	物
3164	3348	䬑	䬑𢯮觱	王物	物
3165	3349	拂	拂𢂀嶏茀艴祓䭮刜乀	敷物	物
3166	3343	屈	屈	居勿	物
3167	3337	櫛	櫛瀄𥠈	阻瑟	櫛
3168	3338	瑟	瑟飋蟀蝨璱	所櫛	櫛
3169	3351	迄	迄仡釳肸忔䛥汔	許訖	迄
3170	3352	訖	訖吃䰴	居乞	迄
3171	3353	疙	疙圪𧆫	魚迄	迄
3172	3354	䞘	䞘𢇓	其迄	迄
3173	3353	圪	圪	五乞	迄
3174	3355	乞	乞䒗	去訖	迄
3175	3356	月	月刖軏杌扤	魚厥	月
3176	3357	伐	伐筏罰閥垡橃䑔𡉑瞂藅	房越	月
3177	3358	越	越粤鉞𥩡樾璏𡚼熭	王伐	月
3178	3359	厥	厥劂蹶𠢤蕨𧽸瘚蟨撅𣢡𧽸鱖孓氒	居月	月
3179	3360	噦	噦	乙劣	月
3180	3360	𡡕	𡡕𩚴	於月	月
3181	3361	𧤼	𧤼鷢橛橜蹷𩪜𨬐趘𣖬	其月	月
3182	3362	闕	闕㵐	去月	月
3183	3363	髮	髮發颰沷	方伐	月
3184	3364	韈	韈	妄發	月
3185	3365	䬂	䬂狘泧䟠䎀	許月	月
3186	3366	謁	謁閼暍黦	於歇	月
3187	3367	歇	歇蠍猲	許謁	月
3188	3368	訐	訐𧼨羯鍻	居謁	月
3189	3369	𢷒	𢷒	其謁	月
3190	3370	㤄	㤄	匹伐	月
3192	3372	沒	沒歿𤣻𩑦𠬛	莫勃	沒
3193	3374	骨	骨縎鶻榾淈啒愲䓛蓇尳	古忽	沒
3194	3375	勃	勃渤𩣡餑𡋯馞侼艴挬脖悖𦸦鵓	蒲沒	沒
3195	3376	咄	咄	當沒	沒
3196	3377	突	宊梲䠈㥆	他骨	沒
3197	3378	突	突揬腯鼵鶟堗𦔅葖鈯𣔻㐬	陁忽	沒
3198	3379	𩑦	𩑦殟嗢腽䯉	烏沒	沒
3199	3380	忽	忽惚寣㦌笏䩐啒匫㾁䬍楬𦁕𢑢𠯳	呼骨	沒
3200	3381	兀	兀扤杌屼㽾𦨉拙𠨜𧈭	五忽	沒
3201	3382	𥩾	𥩾	普沒	沒
3202	3383	𠀽	𤜲硉㪐	勒沒	沒
3203	3384	窟	窟顝泏𩑔矻𧷎㧾胐䯇㩿𡼿	苦骨	沒
3204	3385	訥	訥肭抐	諾忽	沒
3205	3386	窣	窣𪌯𪅄	蘇骨	沒
3206	3387	猝	猝𢪃𥾛	麁沒	沒
3207	3388	捽	捽椊𪘧䚝	昨沒	沒
3208	3389	麧	麧齕紇淈搰扢𥝖尳㨡	下沒	沒
3209	3391	卒	卒倅稡	則沒	沒
3210	3390	鶻	鶻搰𦗣枂	胡骨	沒
3211	3407	末	末秣昩𩑷抹𠇱妺𢗿𡊉沫瀎𩿣䴲𥽘眜䀛𥄕䱅䬴𩱷𨣱粖	莫割	末
3212	3408	枂	抈	五活	末
3213	3410	撥	撥癶袚茇鉢䳊鱍䢌𩯌㤄筏𦪑驋帗	博末	末
3214	3411	䰖	䰖拶	姊末	末
3215	3412	括	括𣽅髺檜聒䒷佸頢𦗾适葀劊	古活	末
3216	3413	闊	闊筈蛞	苦括	末
3217	3414	活	活䄆姡頢鬠秳	戶括	末
3218	3415	奪	奪敓脫捝莌痥𤿫鮵	徒活	末
3219	3416	豁	豁濊奯泧眓𣁳	呼括	末
3220	3417	斡	斡焥䩊𣁳䁊晼	烏活	末
3221	3418	繓	繓攥𢲻	子括	末
3222	3419	鏺	鏺𢯸𨂩㧊䣪𥄱鱍𧘟䍨	普活	末
3223	3420	侻	侻捝脫𦮀	他活	末
3224	3421	捋	捋𠜖蛶	盧括	末
3225	3422	掇	掇鵽腏祋剟	多括	末
3226	3423	撮	撮𬓙	七括	末
3227	3424	跋	跋䟛魃𢇷䣮馛軷炦颰癹坺妭犮胈菝䳁䚨	蒲撥	末
3228	3403	躠	躠𥻦薩摋珊𠱡	桑割	末
3229	3394	怛	怛𢛁妲呾炟䵣靼笪	當割	末
3230	3395	闥	闥㒓撻躂澾獺䲚噧笪羍	他達	末
3231	3396	遏	遏齃堨閼咹𠥜𢉥	烏割	末
3232	3397	剌	剌揧辢䓶瘌揦䶛㻋𥈙藾楋𢉨𢃴	盧達	末
3233	3398	渴	渴䯋䅥	苦割	末
3234	3399	達	達	陁割	末
3235	3400	嶻	嶻𠱥囐	才割	末
3236	3401	嶭	嶭䡾屵枿㩵歺𣡌𠲗𠱥囐	五割	末
3237	3402	葛	葛䈓獦割騔𨞛轕匄	古達	末
3238	3392	褐	褐毼鶡曷蝎餲𩩲骱㮫	胡葛	末
3239	3393	䫘	䫘猲㿣𠿒𦤦	許葛	末
3240	3405	捺	捺𤷈蛆	奴曷	末
3241	3404	攃	攃䌨	七曷	末
3242	3425	黠	黠𩪲䕸	胡八	黠
3243	3426	札	札𣧖蚻	側八	黠
3244	3427	拔	拔菝	蒲八	黠
3245	3428	𤫶	𤫶鬜𠛨㓤硈𥴭黠	苦八	黠
3246	3429	滑	滑猾䱻鶻螖	戶八	黠
3247	3430	八	八𩡩	博拔	黠
3248	3431	𠿡	𠿡娺聉	丁滑	黠
3249	3433	豽	豽	女滑	黠
3250	3432	嗗	嗗婠嗢䯉	烏八	黠
3251	3434	䶪	𪙻蔡察𣘤𥉻	初八	黠
3252	3435	𠟽	𠟽鱊	古滑	黠
3253	3436	戛	戛扴圿稭鴶楔鞂忦𠜵㮖𪃈袺	古黠	黠
3254	3437	軋	軋圠揠嫼猰	烏黠	黠
3255	3438	殺	殺鎩榝帴	所八	黠
3256	3439	㑻	㑻䀣䯦𪒜	莫八	黠
3257	3440	傄	傄䀨齂	呼八	黠
3258	3441	痆	痆	女黠	黠
3259	3442	𦤙	𦤙𦘍	五滑	黠
3260	3443	䯇	䯇	口滑	黠
3261	3444	汃	汃	普八	黠
3262	3437	穵	穵䰲	乙八	黠
3263	3446	鎋	鎋𪗾鶷砎𤪆𧷎𦵯𧕱	胡瞎	鎋
3264	3447	𪆰	𪆰䦪𡇼劜	乙鎋	鎋
3265	3448	齾	齾𩮝𪆰	吾鎋	鎋
3266	3449	刹	刹	初鎋	鎋
3267	3451	瞎	瞎𩮝	許鎋	鎋
3268	3450	𥴭	𥴭磍	枯鎋	鎋
3269	3452	獺	獺	他鎋	鎋
3271	3453	刮	刮鴰䄆劀	古䫄	鎋
3272	3455	䫄	𩒬	丑刮	鎋
3273	3454	頢	頢𦧠𢼤舌姡咶	下刮	鎋
3274	3456	鵽	鵽窡錣	丁刮	鎋
3275	3458	刖	刖㱚䎳䚴	五刮	鎋
3276	3461	妠	妠𤭡	女刮	鎋
3277	3459	䵵	䵵𣃍	初刮	鎋
3278	3460	礣	礣帓	莫鎋	鎋
3279	3462	捌	捌	百鎋	鎋
3280	3463	𪈟	𪈟擖	古鎋	鎋
3282	3436	𪃈	𪃈	古札	鎋
3283	3467	屑	屑楔揳𨇨糏僁𦞚㳚	先結	屑
3284	3468	切	切㗫𪙌竊	千結	屑
3285	3469	結	結絜㓗鍥桔楔𧾯𪃈契魝𡔢袺𧍩拮	古屑	屑
3286	3470	節	節𢎛癤㵶蝍㸅楶岊擳𠬝䰏	子結	屑
3287	3471	血	血𥅧䆷泬疦坹䛎䦑䒸	呼決	屑
3288	3472	闋	闋缺𨴒湀	苦穴	屑
3289	3473	玦	玦潏䀗譎訣𧤾駃芵鴂決赽𧝃䋉抉𩫠䏐𣬎疦沉	古穴	屑
3290	3474	穴	穴袕	胡玦	屑
3291	3475	抉	抉䆕𥈾焆	於決	屑
3292	3476	姪	姪昳眣胅凸垤耊迭跌絰驖墆軼𨳺䭿瓞墆戜㲳咥𪗻𢲼恎詄苵	徒結	屑
3293	3477	鐵	鐵儹餮蛈	他結	屑
3294	3478	纈	纈䦖擷𢴲頡頁齕紇襭奊絜䐼㹂𪕯	胡結	屑
3295	3479	涅	𣵀捏𦯖㘿㖏捻胅篞𥔄	奴結	屑
3296	3480	截	截䟌岊嶻	昨結	屑
3297	3481	齧	齧霓蜺嵲槷𦤞闑䘽𡶫	五結	屑
3298	3482	蔑	蔑懱䁾㩢蠛幭篾𥉓覕𪇴𤊾衊鱴𥾝𥣫粖𩱷瀎鑖鴓	莫結	屑
3299	3483	㢼	㢼䋢閉捌㔡䘷	方結	屑
3300	3484	噎	噎䊦㝣蠮𤝱	烏結	屑
3301	3485	猰	猰䫔挈㼤𡔢蛪栔鍥	苦結	屑
3302	3486	㚛	㚛䩤擷𢴲	虎結	屑
3303	3487	撇	撇鐅	普篾	屑
3304	3488	蹩	蹩𢱧𩓝癟䭱咇䏟飶蛂	蒲結	屑
3305	3489	窒	窒㗧𥉺蛭	丁結	屑
3306	3490	𥸸	𥸸綟	練結	屑
3307	3491	薛	薛紲𡝥𤵺褻䥍洩渫禼絬㡜齥𪙥㔑䊝	私列	薛
3308	3492	列	列迾蛚𩶽烈洌冽裂茢颲鴷㤠𡊻𩢾姴𡿪	呂結	薛
3309	3493	哲	哲蜇	陟列	薛
3310	3494	傑	傑桀竭碣楬榤偈	渠烈	薛
3311	3495	熱	熱苶	如列	薛
3312	3496	晢	晳浙折靼䏳晣	旨熱	薛
3313	3497	舌	舌揲	食列	薛
3314	3499	孽	孽糵讞㜸𧕏闑𡶫蘖	魚列	薛
3315	3501	朅	朅揭愒	去竭	薛
3316	3500	滅	滅搣	亡列	薛
3317	3502	鷩	鷩鼈虌𡐞憋䳤	并列	薛
3318	3503	絕	絶	情雪	薛
3319	3504	蕝	蕝	子悅	薛
3320	3505	雪	雪	相絕	薛
3321	3506	𤿫	𤿫	丑劣	薛
3322	3507	悅	悅閱蛻𧀲娧	翼雪	薛
3323	3508	缺	缺	傾雪	薛
3324	3509	噦	噦	乙劣	薛
3325	3510	爇	爇蜹㕯	如雪	薛
3326	3511	說	說	失爇	薛
3327	3512	拙	拙梲蝃䪼棳𨢬	職雪	薛
3328	3513	歠	歠𨢬	昌雪	薛
3329	3514	輟	輟畷惙䟾腏叕𩋁罬𧖀剟	陟劣	薛
3330	3515	劣	劣脟䟹埒哷㸹㲕	力惙	薛
3331	3516	瞥	瞥潎憋撆癟䭱鐅	芳滅	薛
3332	3517	別	別	皮列	薛
3333	3519	䇷	䇷扒	兵列	薛
3334	3518	轍	轍徹撤澈徹	直列	薛
3335	3520	㕞	㕞𠴪鋝	所劣	薛
3336	3521a	孑	孑𨥂趌	居列	薛
3337	3522	設	設蔎	識列	薛
3338	3524	𥄎	𥄎烕𦐋𩖶𣧵	許劣	薛
3339	3523	呐	呐	女劣	薛
3341	3525	妜	妜	於悅	薛
3342	3526	蹶	蹶𧱝䚨罬	紀劣	薛
3343	3527	茁	茁𧅌	側劣	薛
3344	3528	膬	膬絟	七絕	薛
3345	3529	䘁	䘁𪇲尐𩯰𢪍𣧖	姊列	薛
3346	3530	榝	榝	山列	薛
3347	3531	焆	焆	於列	薛
3348	3532	屮	屮𧤇	丑列	薛
3349	3533	娎	娎	許列	薛
3351	3535	㔍	箾	廁別	薛
3352	3536	乴	乴	寺絕	薛
3353	3672	錫	錫析裼晳緆蜴蜥淅惁㱤𧋐	先擊	錫
3354	3673	激	激擊墼鸄敫𦼷𥨿	古歷	錫
3355	3674	霹	霹劈憵釽	普激	錫
3356	3675	靂	靂䟐酈𤻤轢瓅鎘礫秝櫪䍽櫟𩽏蒚鬲䮥𧘫䤙𠪱磿厤曆𨢌擽𦠓㽁𡳸㔏𪅼𧤜觻𥽗藶	閭激	錫
3357	3676	的	的適嫡甋靮鏑馰滴肑𥕐玓扚𨑩𣂉䶂芍杓	都歷	錫
3358	3677	檄	撽覡薂椺䚫	胡狄	錫
3359	3678	鷁	鷁艗𧅖𠩫	五歷	錫
3360	3679	荻	荻狄敵翟籊迪覿笛糴滌邮頔揪苖䢮㹍滷	徒歷	錫
3361	3680	逖	逖倜詆趯剔惕𥉉䚐𢞒蓨𤈑籊	他歷	錫
3362	3681	績	績勣樍	則歷	錫
3363	3682	燩	燩𢶡𣪠喫𢿣䍊𥍰	去激	錫
3364	3683	惄	惄溺愵	奴歷	錫
3365	3684	寂	寂𠴫䚐	昨歷	錫
3366	3685	覓	覓幦幎䮭糸鼏羃汨𧐎𨢎塓覭蓂䌐𧱻冖	莫歷	錫
3367	3686	甓	甓鷿椑	扶歷	錫
3368	3687	壁	壁鼊廦綼	北激	錫
3369	3688	闃	闃䠐	苦鶪	錫
3370	3689	郹	郹鶪狊湨鼳犑	古闃	錫
3371	3690	戚	戚慼䥢𪔑鏚𧐶𧠪	倉歷	錫
3372	3691	赥	赥鬩𧨃䈪𤄎	許狄	錫
3373	3677	𪕯	𪕯	胡狄	錫
3374	3649	昔	昔惜腊潟磶舄蕮棤焟鬄	私積	昔
3375	3650	積	積脊蹐迹借踖𪃹𩺀䃊襀𧐐㵶𦟝	資亦	昔
3376	3651	益	益謚嗌齸膉𦶩𨜶	伊昔	昔
3377	3652	繹	繹𥜃亦弈奕帟譯懌斁驛醳嶧腋掖液䘸易痬蜴埸圛墿𦔥焲襗睪	羊益	昔
3378	3653	釋	釋𥼶檡適𠁗郝睗晹𡣪𦔥螫䁺冟𩮜㚒	施隻	昔
3379	3654	尺	尺赤斥蚇郝㚖滷	昌石	昔
3380	3655	石	石碩祏鉐䲽䄷鼫	常尺	昔
3381	3656	隻	隻適炙墌摭跖䞠𠪮䘸	之石	昔
3382	3657	擲	擲䵂躑𣉻	直炙	昔
3383	3658	皵	皵趚洓刺𧻕𧙞磧	七迹	昔
3384	3659	席	席夕穸汐𨛳	詳昔	昔
3385	3660	籍	籍藉耤踖塉庴瘠簎膌葃猎	秦昔	昔
3386	3661	擗	擗椑躃闢𩪧㱸萆	房益	昔
3387	3662	役	役䓈疫𩷍炈𩂹𪁛豛鈠	營隻	昔
3388	3664	辟	辟鐴躄璧襞𨐨	必益	昔
3389	3665	僻	僻癖廦	芳辟	昔
3390	3663	瞁	瞁𥆛𦝳殈砉	許役	昔
3391	3666	麝	麝射	食亦	昔
3392	3668	𪐏	𪐏	竹益	昔
3393	3669	彳	彳瓻	丑亦	昔
3394	3626	麥	麥脉霡眿	莫獲	麥
3395	3627	獲	獲畫嫿劃鱯彠㗲	胡麥	麥
3396	3628	蟈	蟈馘幗膕㶁	古獲	麥
3397	3629	蘗	蘗擘	博厄	麥
3398	3630	䌟	䌟𦌠糪繴	蒲革	麥
3399	3631	賾	賾葃耫矠	士革	麥
3400	3632	責	責𩔳簀幘嫧咋謮笮迮舴蚱	側革	麥
3401	3634	䇿	策冊嫧䶦拺㥽𧶷策茦	惻革	麥
3402	3636	騞	騞繣𦑌𢄶㖪捇掝膕㦎	呼麥	麥
3403	3635	礊	礊䙐緙	口革	麥
3404	3637	覈	𩅢繳䃒翮核𦑜𣒃	下革	麥
3405	3638	隔	隔膈鬲槅革𢡤諽䨣䪂𧈑	古核	麥
3406	3639	摘	摘謫𤟍棏厇矺	陟革	麥
3407	3640	戹	戹搤軶阸呝豟𧠞啞𩚬戹貖𣐖𧉵	烏革	麥
3408	3641	栜	栜𣽤䨛㾊摵愬𡩡溹虩	所責	麥
3409	3642	𢶉	𢶉糪	普麥	麥
3410	3667	碧	碧	彼隔	麥
3411	3625	欂	欂	皮碧	麥
3412	3648	䭆	䭆	女戹	麥
3413	3596	陌	陌帞袹𡠜貘蛨貊驀洦𡖶貉	莫百	陌
3414	3597	磔	磔虴舴𪐏𩑒嫡𥧮托乇	陟格	陌
3415	3599	伯	伯迫百栢㼣	博白	陌
3416	3598	白	白帛舶鮊	傍百	陌
3417	3600	劇	劇屐𨍿𤭏𢜭	奇逆	陌
3418	3601	戟	戟撠𦺩郤卂	几劇	陌
3419	3602	索	索䞽溹䂹	所戟	陌
3420	3603	柵	柵䜺簎	惻戟	陌
3421	3604	嚄	嚄	胡伯	陌
3422	3605	嘖	嘖迮笮	側陌	陌
3423	3606	齚	齚咋泎岝	鋤陌	陌
3424	3607	隙	隙郤綌𠊬𡮂	綺戟	陌
3425	3608	額	額峉䱮詻䩹	五陌	陌
3426	3609	逆	逆縌㘙	宜戟	陌
3427	3610	客	客喀礊	苦陌	陌
3428	3611	啞	啞𩚬	烏陌	陌
3429	3612	虩	虩	許郤	陌
3430	3613	坼	坼䞣𩑒𤖴	丑格	陌
3431	3614	䪝	䪝	乙百	陌
3432	3615	𢫦	拍魄怕皛𠓗洦	普百	陌
3433	3616	赫	赫嚇爀𢅰	呼格	陌
3434	3617	垎	垎䞦楁輅	胡格	陌
3435	3618	格	格𢓜𩹺茖骼觡鵅愅𩹿𪌣蛒𢼛	古陌	陌
3436	3619	謋	謋漷𦑱	虎伯	陌
3437	3620	宅	宅擇澤蘀鸅𩏪襗蠌乇𤁰	棖百	陌
3438	3621	虢	虢	古伯	陌
3439	3622	擭	擭濩蒦	一虢	陌
3440	3623	蹃	蹃	女白	陌
3441	3604	𡄴	𡄴	于陌	陌
3442	3623	搦	搦	尼白	陌
3443	3776	合	合䢔郃頜噈詥𪘁𡇶耠搭	胡閤	合
3444	3777	閤	閤鴿合鉿鮯蛤佮㧁㪉匌拾忣韐鞈	古沓	合
3445	3778	荅	荅𨃚	都合	合
3446	3779	趿	趿颯靸馺𢕬	蘇荅	合
3447	3780	沓	沓誻遝㧺㭼涾𩣯龖譶𧌏眔𦾽𣝋䂿蹹	徒合	合
3448	3781	錔	錔嚃䓠㛥踏𢃕鞜翻漯哈佮䶀䵬	他閤	合
3449	3782	雜	雜韴磼雥䕹䣟	徂合	合
3450	3783	帀	帀𠯗噆𣤶魳䍼	子荅	合
3451	3784	拉	拉摺磖𦒆菈𪇹	盧荅	合
3452	3785	納	納䪏蒳軜魶	奴荅	合
3453	3786	溘	溘㧁厒歁䆟	口荅	合
3454	3787	姶	姶𤸱罨罯𨂁𩋊	烏合	合
3455	3788	欱	欱㽺	呼合	合
3456	3789	𡀾	𡀾礏哈	五合	合
3457	3790	䟃	䟃㜗	七合	合
3458	3793	盍	盍闔嗑蓋𧪞篕	胡臘	盍
3459	3794	臘	臘𪙷蠟鑞擸𥀰搚	盧盍	盍
3460	3795	㿴	㿴耷搨矺𠞈笚搭䓠	都盍	盍
3461	3796	榻	榻䑽毾鰈鰨𦶑傝狧𧪦𦐇鞳搭塔	吐盍	盍
3462	3797	𣣹	𣣹	呼盍	盍
3463	3799	蹋	蹋闒𧮑譫䍇䳴	徒盍	盍
3464	3800	𠎷	𠎷𠿓	私盍	盍
3465	3796	傝	傝	吐盍	盍
3466	3801	儑	儑	五盍	盍
3467	3802	䪞	䪞𢶍	才盍	盍
3468	3803	䫦	䫦𧪞蓋嗑閘鉀䗘	古盍	盍
3469	3804	榼	榼磕䶀	苦盍	盍
3470	3805	鰪	鰪盫	安盍	盍
3471	3806	囃	囃䵽	倉臘	盍
3472	3843	洽	洽狹祫峽𪘘𠩘硤𤲍	侯夾	洽
3473	3844	恰	恰幍搯䁍㓣帢䶢	苦洽	洽
3474	3846	夾	夾郟筴韐跲裌䀫餄㿓䶢鵊䩡鞈	古洽	洽
3475	3845	箑	箑煠䮢	士洽	洽
3476	3847	眨	眨㞚偛	阻洽	洽
3477	3848	插	插臿鍤扱疀笈	楚洽	洽
3478	3850	䶎	䶎欱㰰敮	呼洽	洽
3479	3849	𡆴	㘝	女洽	洽
3480	3851	霎	霎歃萐	山洽	洽
3481	3852	劄	劄𧉫	竹洽	洽
3482	3853	𨂁	𨂁凹	烏洽	洽
3483	3856	狎	狎匣翈霅𠗉𧆥柙	胡甲	狎
3484	3857	𠗨	𠗨喋霅	丈甲	狎
3485	3859	甲	甲胛梜押𥑐𩌍	古狎	狎
3486	3858	鴨	鴨壓庘䆘押閘	烏狎	狎
3488	3860	翣	翣𧲌啑翜帹	所甲	狎
3489	3861	呷	呷譀	呼甲	狎
3491	3809	葉	葉楪揲鍱煠䈎殜㯿	与涉	葉
3492	3810	接	接椄睫楫婕淁𣶏菨鯜	紫葉	葉
3493	3811	攝	攝灄睫弽欇	書涉	葉
3494	3812	涉	涉	時攝	葉
3495	3813	獵	獵鬣𣋲躐𡂏𩧆鱲犣㲱擸儠邋䜲𠠗㯿𥩺	良涉	葉
3496	3814	捷	捷倢踕崨疌	疾葉	葉
3497	3815	䐑	䐑㙷	直輒	葉
3498	3816	㪑	㪑𦀖	於輒	葉
3499	3817	𣀳	𣀳聶躡鑷𤴘踂㚔𣌍𩣘䌜帇	尼輒	葉
3500	3818	謵	謵𣠞㚲詀㒤䧪喢𢛏	叱涉	葉
3501	3819	讘	讘顳嵒㳧	而涉	葉
3502	3820	讋	讋囁懾謺𣠞襵䝕	之涉	葉
3503	3821	妾	妾𠟪鏶𢺅淁鯜	七接	葉
3504	3822	鍤	鍤𩂻䈎煠	丑輒	葉
3505	3823	极	扱笈拾𩾳	其輒	葉
3506	3824	輒	輒耴襵鮿𢬴	陟涉	葉
3507	3825	曄	曄饁	筠輒	葉
3508	3826	𤷾	𤷾篋	去涉	葉
3509	3827	萐	萐箑歃霎喢㰼	山輒	葉
3510	3828	𦀖	𦀖劫鵖	居輒	葉
3511	3829	厭	厭靨擪嬮	於葉	葉
3512	3830	怗	怗帖𪔪鉆䩞貼跕𧋝呫𢃣	他協	怗
3513	3831	協	協勰挾俠劦𠗉綊叶	胡頰	怗
3514	3832	頰	頰鋏筴莢蛺唊𥞵	古協	怗
3515	3833	愜	愜篋悏匧	苦協	怗
3516	3834	牒	牒喋𨈈蹀諜堞𨐁㲲褺曡蝶𥷕牃褋褶墊慴㥈𠗨䴑	徒協	怗
3518	3835	錜	錜苶埝𣊓𩐭捻籋鑈敜	奴協	怗
3519	3836	燮	燮屧躞韘𤫉𦔼𤗈蜨	蘇協	怗
3520	3837	㼲	㼲𪑘	盧協	怗
3521	3838	聑	聑𠲷𢬴㝪笘	丁篋	怗
3522	3839	䕹	䕹	在協	怗
3523	3840	浹	浹㼪	子協	怗
3524	3841	弽	弽䁋㛍	呼協	怗
3525	3746	緝	緝咠諿𪔪葺	七入	緝
3526	3747	十	十什拾	是執	緝
3527	3748	執	執汁瓡𡠗	之入	緝
3528	3749	習	習襲隰葺飁騽槢𪄶鰼	似入	緝
3530	3750	集	集輯檝慹𦺴鏶𠦫	秦入	緝
3531	3751	入	入卄	爾執	緝
3532	3752	揖	揖挹	伊入	緝
3533	3753	溼	溼䏉	失入	緝
3534	3754	㗱	㗱潗䌖湒蓻𧚨𦺴葺	姊入	緝
3535	3755	及	及𦶍苙笈㧀	其立	緝
3536	3757	縶	縶𩅀馽	陟立	緝
3537	3756	蟄	蟄䐲㞏	直立	緝
